id,date,time,sht_t,sht_h,pm1,,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,pressure,ai1_1,ai1_2,ai1_3,ai1_4,ai2_1,ai2_2,ai2_3,ai2_4,ERR
0C9A4249DBE3,2020/4/9,00:26:30,27.7,53.2,263,,577,642,520,0,2,0,63,67,55,38,1,1,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:26:45,27.7,53.2,263,,575,637,521,0,1,1,63,60,45,44,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:27:00,27.7,53.2,267,,571,639,521,0,1,0,63,69,50,22,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:27:15,27.7,53.2,268,,565,630,521,0,2,0,63,76,52,46,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:27:30,27.7,53.2,267,,565,636,520,0,2,0,63,74,56,40,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:27:45,27.7,53.2,265,,571,637,521,0,2,0,63,69,48,36,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:28:00,27.7,53.2,264,,577,650,520,0,1,0,63,69,56,42,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:28:15,27.7,53.2,263,,579,651,521,0,2,0,63,79,64,50,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:28:30,27.7,53.2,264,,577,651,522,0,1,0,63,81,52,32,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:28:45,27.7,53.2,264,,580,651,522,0,2,0,63,54,40,36,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:29:00,27.7,53.3,267,,576,643,522,0,2,0,63,65,60,54,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:29:15,27.7,53.2,265,,572,639,522,0,1,0,63,72,52,32,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:29:30,27.7,53.2,264,,565,627,523,0,1,0,63,70,64,54,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:29:45,27.7,53.2,259,,571,633,523,0,1,0,63,69,45,40,2,1,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:30:00,27.7,53.2,259,,573,633,523,0,2,1,63,71,65,53,1,0,62,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:30:15,27.7,53.2,261,,574,637,522,0,1,0,62,69,44,41,2,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:30:30,27.7,53.2,267,,577,644,523,0,2,0,63,91,77,80,1,1,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C9A4249DBE3,2020/4/9,00:30:45,27.7,53.2,266,,571,644,523,0,1,1,63,64,63,44,1,0,63,0,0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
