1320, 1552809168, lead_off:False/0.845, confidence:0.505, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
1363, 1552811748, lead_off:False/0.843, confidence:0.566, big_r:0, small_r0, Polarity:0, No_R:106, hfb: 1
1364, 1552811808, lead_off:False/0.844, confidence:0.491, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
1365, 1552811868, lead_off:False/0.843, confidence:0.709, big_r:0, small_r1, Polarity:0, No_R:110, hfb: 0
1366, 1552811928, lead_off:False/0.843, confidence:0.538, big_r:0, small_r1, Polarity:0, No_R:117, hfb: 0
1367, 1552811988, lead_off:False/0.843, confidence:0.223, big_r:0, small_r0, Polarity:0, No_R:103, hfb: 0
1368, 1552812048, lead_off:False/0.843, confidence:0.430, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 1
1370, 1552812168, lead_off:False/0.843, confidence:0.728, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 2
1373, 1552812348, lead_off:False/0.843, confidence:0.704, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 0
1374, 1552812408, lead_off:False/0.843, confidence:0.652, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
1375, 1552812468, lead_off:False/0.842, confidence:0.357, big_r:1, small_r0, Polarity:0, No_R:112, hfb: 4
1376, 1552812528, lead_off:False/0.843, confidence:0.439, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 1
1377, 1552812588, lead_off:False/0.843, confidence:0.495, big_r:0, small_r0, Polarity:0, No_R:95, hfb: 0
1378, 1552812648, lead_off:False/0.843, confidence:0.747, big_r:0, small_r0, Polarity:0, No_R:95, hfb: 1
1379, 1552812708, lead_off:False/0.843, confidence:0.642, big_r:0, small_r0, Polarity:0, No_R:106, hfb: 0
1409, 1552814508, lead_off:False/0.840, confidence:0.740, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
1411, 1552814628, lead_off:False/0.848, confidence:0.692, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
1412, 1552814688, lead_off:False/0.850, confidence:0.617, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
1413, 1552814748, lead_off:False/0.840, confidence:0.699, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
1414, 1552814808, lead_off:False/0.838, confidence:0.683, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
1423, 1552815348, lead_off:False/0.851, confidence:0.517, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
1424, 1552815408, lead_off:False/0.851, confidence:0.598, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
1425, 1552815468, lead_off:False/0.852, confidence:0.629, big_r:0, small_r1, Polarity:0, No_R:124, hfb: 0
1436, 1552816128, lead_off:False/0.851, confidence:0.701, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 1
